YEAR,REGION,SPECIES,BIOMASS,Source
1994,BS,Zooplankton (0180-1000 microns; 0-bottom),3.71,
1995,BS,Zooplankton (0180-1000 microns; 0-bottom),3.1,
1996,BS,Zooplankton (0180-1000 microns; 0-bottom),1.74,
1997,BS,Zooplankton (0180-1000 microns; 0-bottom),2.3,
1998,BS,Zooplankton (0180-1000 microns; 0-bottom),1.37,
1999,BS,Zooplankton (0180-1000 microns; 0-bottom),1.67,
2000,BS,Zooplankton (0180-1000 microns; 0-bottom),1.68,
2001,BS,Zooplankton (0180-1000 microns; 0-bottom),1.93,
2002,BS,Zooplankton (0180-1000 microns; 0-bottom),2.01,
2003,BS,Zooplankton (0180-1000 microns; 0-bottom),1.37,
2004,BS,Zooplankton (0180-1000 microns; 0-bottom),1.57,
2005,BS,Zooplankton (0180-1000 microns; 0-bottom),1.66,
2006,BS,Zooplankton (0180-1000 microns; 0-bottom),1.4,
1988,BS,Zooplankton (1000-2000 microns; 0-100m),1.14,
1989,BS,Zooplankton (1000-2000 microns; 0-100m),3.33,
1990,BS,Zooplankton (1000-2000 microns; 0-100m),1.85,
1991,BS,Zooplankton (1000-2000 microns; 0-100m),2.06,
1992,BS,Zooplankton (1000-2000 microns; 0-100m),2.34,
1993,BS,Zooplankton (1000-2000 microns; 0-100m),3.01,
1994,BS,Zooplankton (1000-2000 microns; 0-100m),5.69,
1995,BS,Zooplankton (1000-2000 microns; 0-100m),4.61,
1996,BS,Zooplankton (1000-2000 microns; 0-100m),3.96,
1997,BS,Zooplankton (1000-2000 microns; 0-100m),4.12,
1998,BS,Zooplankton (1000-2000 microns; 0-100m),3.59,
1999,BS,Zooplankton (1000-2000 microns; 0-100m),2.84,
2000,BS,Zooplankton (1000-2000 microns; 0-100m),3.41,
2001,BS,Zooplankton (1000-2000 microns; 0-100m),2.12,
2002,BS,Zooplankton (1000-2000 microns; 0-100m),2.56,
2003,BS,Zooplankton (1000-2000 microns; 0-100m),3,
2004,BS,Zooplankton (1000-2000 microns; 0-100m),3.34,
2005,BS,Zooplankton (1000-2000 microns; 0-100m),3.58,
2006,BS,Zooplankton (1000-2000 microns; 0-100m),4.54,
1990,BS,Zooplankton (1000-2000 microns; 0-bottom),0.34,
1991,BS,Zooplankton (1000-2000 microns; 0-bottom),0.5,
1992,BS,Zooplankton (1000-2000 microns; 0-bottom),0.54,
1993,BS,Zooplankton (1000-2000 microns; 0-bottom),0.79,
1994,BS,Zooplankton (1000-2000 microns; 0-bottom),1.22,
1995,BS,Zooplankton (1000-2000 microns; 0-bottom),1.01,
1996,BS,Zooplankton (1000-2000 microns; 0-bottom),1.06,
1997,BS,Zooplankton (1000-2000 microns; 0-bottom),1.07,
1998,BS,Zooplankton (1000-2000 microns; 0-bottom),0.93,
1999,BS,Zooplankton (1000-2000 microns; 0-bottom),0.81,
2000,BS,Zooplankton (1000-2000 microns; 0-bottom),0.94,
2001,BS,Zooplankton (1000-2000 microns; 0-bottom),0.77,
2002,BS,Zooplankton (1000-2000 microns; 0-bottom),0.8,
2003,BS,Zooplankton (1000-2000 microns; 0-bottom),0.89,
2004,BS,Zooplankton (1000-2000 microns; 0-bottom),0.99,
2005,BS,Zooplankton (1000-2000 microns; 0-bottom),0.89,
2006,BS,Zooplankton (1000-2000 microns; 0-bottom),1.07,
1988,BS,Zooplankton (Total; 0-100m),2.93,
1989,BS,Zooplankton (Total; 0-100m),5.6,
1990,BS,Zooplankton (Total; 0-100m),4.67,
1991,BS,Zooplankton (Total; 0-100m),4.24,
1992,BS,Zooplankton (Total; 0-100m),5.13,
1993,BS,Zooplankton (Total; 0-100m),7.52,
1994,BS,Zooplankton (Total; 0-100m),12.82,
1995,BS,Zooplankton (Total; 0-100m),10.33,
1996,BS,Zooplankton (Total; 0-100m),7.42,
1997,BS,Zooplankton (Total; 0-100m),9.05,
1998,BS,Zooplankton (Total; 0-100m),8.14,
1999,BS,Zooplankton (Total; 0-100m),6.79,
2000,BS,Zooplankton (Total; 0-100m),7.84,
2001,BS,Zooplankton (Total; 0-100m),5.85,
2002,BS,Zooplankton (Total; 0-100m),6.88,
2003,BS,Zooplankton (Total; 0-100m),6.5,
2004,BS,Zooplankton (Total; 0-100m),7.74,
2005,BS,Zooplankton (Total; 0-100m),7.6,
2006,BS,Zooplankton (Total; 0-100m),8.63,
1990,BS,Zooplankton (Total; 0-bottom),1.23,
1991,BS,Zooplankton (Total; 0-bottom),1.58,
1992,BS,Zooplankton (Total; 0-bottom),2.02,
1993,BS,Zooplankton (Total; 0-bottom),3.67,
1994,BS,Zooplankton (Total; 0-bottom),5.43,
1995,BS,Zooplankton (Total; 0-bottom),4.47,
1996,BS,Zooplankton (Total; 0-bottom),3.19,
1997,BS,Zooplankton (Total; 0-bottom),3.82,
1998,BS,Zooplankton (Total; 0-bottom),2.76,
1999,BS,Zooplankton (Total; 0-bottom),3.01,
2000,BS,Zooplankton (Total; 0-bottom),3.13,
2001,BS,Zooplankton (Total; 0-bottom),3.01,
2002,BS,Zooplankton (Total; 0-bottom),3.2,
2003,BS,Zooplankton (Total; 0-bottom),2.68,
2004,BS,Zooplankton (Total; 0-bottom),3.03,
2005,BS,Zooplankton (Total; 0-bottom),2.86,
2006,BS,Zooplankton (Total; 0-bottom),2.8,
1975,EBS,Alaska plaice,1208790,Stock assessment
1976,EBS,Alaska plaice,1327720,Stock assessment
1977,EBS,Alaska plaice,1475640,Stock assessment
1978,EBS,Alaska plaice,1599510,Stock assessment
1979,EBS,Alaska plaice,1691960,Stock assessment
1980,EBS,Alaska plaice,1760070,Stock assessment
1981,EBS,Alaska plaice,1796280,Stock assessment
1982,EBS,Alaska plaice,1803480,Stock assessment
1983,EBS,Alaska plaice,1795650,Stock assessment
1984,EBS,Alaska plaice,1780140,Stock assessment
1985,EBS,Alaska plaice,1725410,Stock assessment
1986,EBS,Alaska plaice,1648150,Stock assessment
1987,EBS,Alaska plaice,1560500,Stock assessment
1988,EBS,Alaska plaice,1492930,Stock assessment
1989,EBS,Alaska plaice,1390910,Stock assessment
1990,EBS,Alaska plaice,1363090,Stock assessment
1991,EBS,Alaska plaice,1331630,Stock assessment
1992,EBS,Alaska plaice,1310000,Stock assessment
1993,EBS,Alaska plaice,1285170,Stock assessment
1994,EBS,Alaska plaice,1283740,Stock assessment
1995,EBS,Alaska plaice,1286400,Stock assessment
1996,EBS,Alaska plaice,1280760,Stock assessment
1997,EBS,Alaska plaice,1260670,Stock assessment
1998,EBS,Alaska plaice,1224290,Stock assessment
1999,EBS,Alaska plaice,1188460,Stock assessment
2000,EBS,Alaska plaice,1157670,Stock assessment
2001,EBS,Alaska plaice,1142140,Stock assessment
2002,EBS,Alaska plaice,1150700,Stock assessment
2003,EBS,Alaska plaice,1172430,Stock assessment
2004,EBS,Alaska plaice,1263110,Stock assessment
2005,EBS,Alaska plaice,1418330,Stock assessment
2006,EBS,Alaska plaice,1537400,Stock assessment
2007,EBS,Alaska plaice,1613660,Stock assessment
2008,EBS,Alaska plaice,1635040,Stock assessment
2009,EBS,Alaska plaice,1999180,Stock assessment
1982,EBS,Alaska skate,56905.68309,Minimum swept area
1983,EBS,Alaska skate,71837.58756,Minimum swept area
1984,EBS,Alaska skate,102659.9242,Minimum swept area
1985,EBS,Alaska skate,100479.8298,Minimum swept area
1986,EBS,Alaska skate,180594.2454,Minimum swept area
1987,EBS,Alaska skate,254484.3021,Minimum swept area
1988,EBS,Alaska skate,313624.0823,Minimum swept area
1989,EBS,Alaska skate,325904.5633,Minimum swept area
1990,EBS,Alaska skate,424648.2005,Minimum swept area
1991,EBS,Alaska skate,359268.8084,Minimum swept area
1992,EBS,Alaska skate,314386.9479,Minimum swept area
1993,EBS,Alaska skate,307552.1304,Minimum swept area
1994,EBS,Alaska skate,343131.3473,Minimum swept area
1995,EBS,Alaska skate,319792.4341,Minimum swept area
1996,EBS,Alaska skate,376968.532,Minimum swept area
1997,EBS,Alaska skate,337833.321,Minimum swept area
1998,EBS,Alaska skate,358285.108,Minimum swept area
1999,EBS,Alaska skate,353196.811,Minimum swept area
2000,EBS,Alaska skate,313346.208,Minimum swept area
2001,EBS,Alaska skate,358041.872,Minimum swept area
2002,EBS,Alaska skate,411156.23,Minimum swept area
2003,EBS,Alaska skate,373519.561,Minimum swept area
2004,EBS,Alaska skate,435060.83,Minimum swept area
2005,EBS,Alaska skate,466942.908,Minimum swept area
2006,EBS,Alaska skate,363794.964,Minimum swept area
2007,EBS,Alaska skate,479633.358,Minimum swept area
2008,EBS,Alaska skate,362127.391,Minimum swept area
2009,EBS,Alaska skate,350906.82,Minimum swept area
1982,EBS,Anemones (NS),56964.4434,
1983,EBS,Anemones (NS),57504.8354,
1984,EBS,Anemones (NS),82875.1708,
1985,EBS,Anemones (NS),38444.8021,
1986,EBS,Anemones (NS),44873.0413,
1987,EBS,Anemones (NS),64078.465,
1988,EBS,Anemones (NS),86954.8105,
1989,EBS,Anemones (NS),89099.7635,
1990,EBS,Anemones (NS),58064.9187,
1991,EBS,Anemones (NS),50289.3709,
1992,EBS,Anemones (NS),59234.9019,
1993,EBS,Anemones (NS),52928.1301,
1994,EBS,Anemones (NS),42469.734,
1995,EBS,Anemones (NS),66798.9122,
1996,EBS,Anemones (NS),55440.0563,
1997,EBS,Anemones (NS),55336.6666,
1998,EBS,Anemones (NS),54556.1584,
1999,EBS,Anemones (NS),24001.3086,
2000,EBS,Anemones (NS),44147.9512,
2001,EBS,Anemones (NS),27048.5892,
2002,EBS,Anemones (NS),38937.3708,
2003,EBS,Anemones (NS),43773.347,
2004,EBS,Anemones (NS),51086.4234,
2005,EBS,Anemones (NS),42992.3921,
2006,EBS,Anemones (NS),56561.5216,
2007,EBS,Anemones (NS),76233.706,
2008,EBS,Anemones (NS),62069.579,
2009,EBS,Anemones (NS),70831.9113,
1976,EBS,Arrowtooth flounder,251268,Stock assessment
1977,EBS,Arrowtooth flounder,248748,Stock assessment
1978,EBS,Arrowtooth flounder,256061,Stock assessment
1979,EBS,Arrowtooth flounder,266515,Stock assessment
1980,EBS,Arrowtooth flounder,273050,Stock assessment
1981,EBS,Arrowtooth flounder,279707,Stock assessment
1982,EBS,Arrowtooth flounder,288716,Stock assessment
1983,EBS,Arrowtooth flounder,307502,Stock assessment
1984,EBS,Arrowtooth flounder,326251,Stock assessment
1985,EBS,Arrowtooth flounder,349257,Stock assessment
1986,EBS,Arrowtooth flounder,376150,Stock assessment
1987,EBS,Arrowtooth flounder,411109,Stock assessment
1988,EBS,Arrowtooth flounder,451048,Stock assessment
1989,EBS,Arrowtooth flounder,484671,Stock assessment
1990,EBS,Arrowtooth flounder,534051,Stock assessment
1991,EBS,Arrowtooth flounder,575906,Stock assessment
1992,EBS,Arrowtooth flounder,603188,Stock assessment
1993,EBS,Arrowtooth flounder,635217,Stock assessment
1994,EBS,Arrowtooth flounder,661418,Stock assessment
1995,EBS,Arrowtooth flounder,676161,Stock assessment
1996,EBS,Arrowtooth flounder,694556,Stock assessment
1997,EBS,Arrowtooth flounder,706650,Stock assessment
1998,EBS,Arrowtooth flounder,727833,Stock assessment
1999,EBS,Arrowtooth flounder,749731,Stock assessment
2000,EBS,Arrowtooth flounder,780623,Stock assessment
2001,EBS,Arrowtooth flounder,816036,Stock assessment
2002,EBS,Arrowtooth flounder,853148,Stock assessment
2003,EBS,Arrowtooth flounder,897991,Stock assessment
2004,EBS,Arrowtooth flounder,942279,Stock assessment
2005,EBS,Arrowtooth flounder,980929,Stock assessment
2006,EBS,Arrowtooth flounder,1021360,Stock assessment
2007,EBS,Arrowtooth flounder,1053780,Stock assessment
2008,EBS,Arrowtooth flounder,1079470,Stock assessment
2009,EBS,Arrowtooth flounder,1086210,Stock assessment
1982,EBS,Atka mackerel,6.84343925,Minimum swept area
1983,EBS,Atka mackerel,79.7588967,Minimum swept area
1984,EBS,Atka mackerel,100.317875,Minimum swept area
1985,EBS,Atka mackerel,17.4509322,Minimum swept area
1986,EBS,Atka mackerel,39.7363431,Minimum swept area
1988,EBS,Atka mackerel,53.5390359,Minimum swept area
1989,EBS,Atka mackerel,10.1072872,Minimum swept area
1990,EBS,Atka mackerel,68.8244423,Minimum swept area
1991,EBS,Atka mackerel,72.4953927,Minimum swept area
1992,EBS,Atka mackerel,53.3456738,Minimum swept area
1993,EBS,Atka mackerel,9.0178928,Minimum swept area
1994,EBS,Atka mackerel,25.2142888,Minimum swept area
1995,EBS,Atka mackerel,130.055943,Minimum swept area
1997,EBS,Atka mackerel,109.06134,Minimum swept area
1998,EBS,Atka mackerel,47.6186292,Minimum swept area
1999,EBS,Atka mackerel,110.317203,Minimum swept area
2000,EBS,Atka mackerel,6.16589028,Minimum swept area
2001,EBS,Atka mackerel,41.3231013,Minimum swept area
2002,EBS,Atka mackerel,290.230671,Minimum swept area
2003,EBS,Atka mackerel,51.1004151,Minimum swept area
2004,EBS,Atka mackerel,371.365779,Minimum swept area
2005,EBS,Atka mackerel,569.646262,Minimum swept area
2006,EBS,Atka mackerel,174.489326,Minimum swept area
2007,EBS,Atka mackerel,166.337443,Minimum swept area
2008,EBS,Atka mackerel,94.1865745,Minimum swept area
2009,EBS,Atka mackerel,145.197484,Minimum swept area
1982,EBS,Bivalves (NS),2917.9521,
1983,EBS,Bivalves (NS),1717.28837,
1984,EBS,Bivalves (NS),3971.27473,
1985,EBS,Bivalves (NS),4334.7576,
1986,EBS,Bivalves (NS),1593.66018,
1987,EBS,Bivalves (NS),7498.53997,
1988,EBS,Bivalves (NS),5888.26932,
1989,EBS,Bivalves (NS),10357.7593,
1990,EBS,Bivalves (NS),6585.03822,
1991,EBS,Bivalves (NS),2655.46423,
1992,EBS,Bivalves (NS),5406.87866,
1993,EBS,Bivalves (NS),2928.90892,
1994,EBS,Bivalves (NS),7086.21181,
1995,EBS,Bivalves (NS),6668.83778,
1996,EBS,Bivalves (NS),13512.5254,
1997,EBS,Bivalves (NS),20349.8648,
1998,EBS,Bivalves (NS),4989.20898,
1999,EBS,Bivalves (NS),3999.5105,
2000,EBS,Bivalves (NS),5071.08036,
2001,EBS,Bivalves (NS),8614.90431,
2002,EBS,Bivalves (NS),4871.61028,
2003,EBS,Bivalves (NS),5775.91178,
2004,EBS,Bivalves (NS),13463.3803,
2005,EBS,Bivalves (NS),4652.53157,
2006,EBS,Bivalves (NS),7538.37863,
2007,EBS,Bivalves (NS),17528.8888,
2008,EBS,Bivalves (NS),7526.64518,
2009,EBS,Bivalves (NS),7150.81439,
1982,EBS,Brittle stars (NS),117865.324,
1983,EBS,Brittle stars (NS),99348.2244,
1984,EBS,Brittle stars (NS),146660.51,
1985,EBS,Brittle stars (NS),94273.4584,
1986,EBS,Brittle stars (NS),71572.2347,
1987,EBS,Brittle stars (NS),157037.807,
1988,EBS,Brittle stars (NS),185667.432,
1989,EBS,Brittle stars (NS),179289.352,
1990,EBS,Brittle stars (NS),222173.872,
1991,EBS,Brittle stars (NS),159225.316,
1992,EBS,Brittle stars (NS),176886.882,
1993,EBS,Brittle stars (NS),158092.373,
1994,EBS,Brittle stars (NS),166575.092,
1995,EBS,Brittle stars (NS),172502.214,
1996,EBS,Brittle stars (NS),172770.428,
1997,EBS,Brittle stars (NS),227581.803,
1998,EBS,Brittle stars (NS),243264.195,
1999,EBS,Brittle stars (NS),266624.468,
2000,EBS,Brittle stars (NS),212036.364,
2001,EBS,Brittle stars (NS),240790.893,
2002,EBS,Brittle stars (NS),260969.13,
2003,EBS,Brittle stars (NS),258623.258,
2004,EBS,Brittle stars (NS),282294.876,
2005,EBS,Brittle stars (NS),252060.635,
2006,EBS,Brittle stars (NS),258128.237,
2007,EBS,Brittle stars (NS),268913.714,
2008,EBS,Brittle stars (NS),276149.702,
2009,EBS,Brittle stars (NS),264471.874,
1982,EBS,Capelin,2776.7642,Minimum swept area
1983,EBS,Capelin,2225.61738,Minimum swept area
1984,EBS,Capelin,2930.76697,Minimum swept area
1985,EBS,Capelin,1716.78523,Minimum swept area
1986,EBS,Capelin,7352.47486,Minimum swept area
1987,EBS,Capelin,960.637857,Minimum swept area
1988,EBS,Capelin,3146.46927,Minimum swept area
1989,EBS,Capelin,583.483922,Minimum swept area
1990,EBS,Capelin,4490.11224,Minimum swept area
1991,EBS,Capelin,1880.24034,Minimum swept area
1992,EBS,Capelin,5454.80934,Minimum swept area
1993,EBS,Capelin,23613.4067,Minimum swept area
1994,EBS,Capelin,1772.66009,Minimum swept area
1995,EBS,Capelin,2895.88367,Minimum swept area
1996,EBS,Capelin,366.105544,Minimum swept area
1997,EBS,Capelin,1527.74349,Minimum swept area
1998,EBS,Capelin,413.215951,Minimum swept area
1999,EBS,Capelin,1749.89585,Minimum swept area
2000,EBS,Capelin,2221.65649,Minimum swept area
2001,EBS,Capelin,1729.31866,Minimum swept area
2002,EBS,Capelin,1245.97462,Minimum swept area
2003,EBS,Capelin,2761.05173,Minimum swept area
2004,EBS,Capelin,5812.36942,Minimum swept area
2005,EBS,Capelin,718.760099,Minimum swept area
2006,EBS,Capelin,2759.03866,Minimum swept area
2007,EBS,Capelin,457.505566,Minimum swept area
2008,EBS,Capelin,1719.54047,Minimum swept area
2009,EBS,Capelin,1935.44503,Minimum swept area
1955,EBS,Copepods (NS),540.4905861,
1956,EBS,Copepods (NS),874.1103689,
1957,EBS,Copepods (NS),244.0065,
1960,EBS,Copepods (NS),233.1935014,
1961,EBS,Copepods (NS),402.3119832,
1962,EBS,Copepods (NS),422.9345,
1964,EBS,Copepods (NS),329.9505,
1965,EBS,Copepods (NS),626.9225011,
1966,EBS,Copepods (NS),770.1572088,
1967,EBS,Copepods (NS),922.925549,
1968,EBS,Copepods (NS),1931.750731,
1969,EBS,Copepods (NS),751.005578,
1970,EBS,Copepods (NS),964.0829964,
1971,EBS,Copepods (NS),386.9272275,
1974,EBS,Copepods (NS),425.2156701,
1976,EBS,Copepods (NS),497.7957268,
1977,EBS,Copepods (NS),648.8098838,
1979,EBS,Copepods (NS),1235.756081,
1980,EBS,Copepods (NS),549.4255097,
1981,EBS,Copepods (NS),500.3753332,
1982,EBS,Copepods (NS),588.5884304,
1983,EBS,Copepods (NS),384.5186114,
1984,EBS,Copepods (NS),845.2231163,
1985,EBS,Copepods (NS),756.4067281,
1986,EBS,Copepods (NS),379.7732327,
1987,EBS,Copepods (NS),718.2108994,
1988,EBS,Copepods (NS),468.5186425,
1989,EBS,Copepods (NS),1802.208185,
1990,EBS,Copepods (NS),1249.888333,
1991,EBS,Copepods (NS),1158.577826,
1992,EBS,Copepods (NS),563.1291952,
1993,EBS,Copepods (NS),580.3922637,
1994,EBS,Copepods (NS),490.478008,
1995,EBS,Copepods (NS),882.9633243,
1996,EBS,Copepods (NS),325.2175357,
1997,EBS,Copepods (NS),675.7836938,
1998,EBS,Copepods (NS),663.4453116,
1999,EBS,Copepods (NS),698.5856529,
2000,EBS,Copepods (NS),339.7754157,
2001,EBS,Copepods (NS),290.9636155,
2002,EBS,Copepods (NS),161.5019925,
2003,EBS,Copepods (NS),269.448395,
2004,EBS,Copepods (NS),138.127791,
2005,EBS,Copepods (NS),356.264623,
2006,EBS,Copepods (NS),549.0796399,
2007,EBS,Copepods (NS),499.0655851,
2008,EBS,Copepods (NS),499.0655851,
2009,EBS,Copepods (NS),499.0655851,
1982,EBS,Corals (NS),18677.6397,
1983,EBS,Corals (NS),985.34981,
1984,EBS,Corals (NS),2810.63353,
1985,EBS,Corals (NS),3397.61447,
1986,EBS,Corals (NS),2412.67663,
1987,EBS,Corals (NS),7270.67988,
1988,EBS,Corals (NS),7815.81129,
1989,EBS,Corals (NS),4341.8574,
1990,EBS,Corals (NS),7881.89451,
1991,EBS,Corals (NS),6108.79825,
1992,EBS,Corals (NS),4776.56204,
1993,EBS,Corals (NS),4153.96542,
1994,EBS,Corals (NS),7483.5647,
1995,EBS,Corals (NS),6693.50453,
1996,EBS,Corals (NS),9225.95779,
1997,EBS,Corals (NS),13099.5126,
1998,EBS,Corals (NS),9975.12375,
1999,EBS,Corals (NS),3457.31324,
2000,EBS,Corals (NS),6022.33556,
2001,EBS,Corals (NS),2187.63698,
2002,EBS,Corals (NS),6621.36465,
2003,EBS,Corals (NS),4427.41995,
2004,EBS,Corals (NS),6104.88092,
2005,EBS,Corals (NS),4652.21941,
2006,EBS,Corals (NS),3198.04995,
2007,EBS,Corals (NS),2379.29749,
2008,EBS,Corals (NS),1958.19402,
2009,EBS,Corals (NS),1387.15895,
1982,EBS,Crabs other (NS),188908.867,
1983,EBS,Crabs other (NS),149452.802,
1984,EBS,Crabs other (NS),335430.491,
1985,EBS,Crabs other (NS),123579.396,
1986,EBS,Crabs other (NS),222398.967,
1987,EBS,Crabs other (NS),407804.524,
