YEAR,REGION,SPECIES,BIOMASS,Source
2005,ESS,Greenland halibut,22070.2,q adj biomass
2006,ESS,Greenland halibut,15622.82,q adj biomass
2007,ESS,Greenland halibut,11051.99,q adj biomass
2008,ESS,Greenland halibut,36179.73,q adj biomass
2009,ESS,Greenland halibut,11828.08,q adj biomass
1970,ESS,Grey seal,1846021,Model derived estimate
1971,ESS,Grey seal,1895845,Model derived estimate
1972,ESS,Grey seal,1875246,Model derived estimate
1973,ESS,Grey seal,2090705,Model derived estimate
1974,ESS,Grey seal,2124550,Model derived estimate
1975,ESS,Grey seal,2380235,Model derived estimate
1976,ESS,Grey seal,2416971,Model derived estimate
1977,ESS,Grey seal,2711755,Model derived estimate
1978,ESS,Grey seal,2849854,Model derived estimate
1979,ESS,Grey seal,3228514,Model derived estimate
1980,ESS,Grey seal,3447807,Model derived estimate
1981,ESS,Grey seal,3926337,Model derived estimate
1982,ESS,Grey seal,4226198,Model derived estimate
1983,ESS,Grey seal,4822145,Model derived estimate
1984,ESS,Grey seal,5242666,Model derived estimate
1985,ESS,Grey seal,6020818,Model derived estimate
1986,ESS,Grey seal,6674262,Model derived estimate
1987,ESS,Grey seal,7699745,Model derived estimate
1988,ESS,Grey seal,8573899,Model derived estimate
1989,ESS,Grey seal,9840147,Model derived estimate
1990,ESS,Grey seal,10881545,Model derived estimate
1991,ESS,Grey seal,12402112,Model derived estimate
1992,ESS,Grey seal,13857865,Model derived estimate
1993,ESS,Grey seal,15789432,Model derived estimate
1994,ESS,Grey seal,17601344,Model derived estimate
1995,ESS,Grey seal,19874577,Model derived estimate
1996,ESS,Grey seal,21998392,Model derived estimate
1997,ESS,Grey seal,24524493,Model derived estimate
1998,ESS,Grey seal,26756118,Model derived estimate
1999,ESS,Grey seal,29256938,Model derived estimate
2000,ESS,Grey seal,31233167,Model derived estimate
2001,ESS,Grey seal,33277915,Model derived estimate
2002,ESS,Grey seal,34612027,Model derived estimate
2003,ESS,Grey seal,35938845,Model derived estimate
2004,ESS,Grey seal,36556762,Model derived estimate
2005,ESS,Grey seal,37292324,Model derived estimate
2006,ESS,Grey seal,37474438,Model derived estimate
2007,ESS,Grey seal,37937703,Model derived estimate
1970,ESS,Haddock,24074.69521,q adj biomass
1971,ESS,Haddock,17159.00251,q adj biomass
1972,ESS,Haddock,9994.928217,q adj biomass
1973,ESS,Haddock,8317.755633,q adj biomass
1974,ESS,Haddock,15779.55746,q adj biomass
1975,ESS,Haddock,22039.19794,q adj biomass
1976,ESS,Haddock,15390.48105,q adj biomass
1977,ESS,Haddock,57654.00461,q adj biomass
1978,ESS,Haddock,78771.79575,q adj biomass
1979,ESS,Haddock,69455.21261,q adj biomass
1980,ESS,Haddock,100264.3193,q adj biomass
1981,ESS,Haddock,64928.66916,q adj biomass
1982,ESS,Haddock,112759.5825,q adj biomass
1983,ESS,Haddock,144435.2024,q adj biomass
1984,ESS,Haddock,146311.7243,q adj biomass
1985,ESS,Haddock,98886.77198,q adj biomass
1986,ESS,Haddock,120932.8552,q adj biomass
1987,ESS,Haddock,75246.52114,q adj biomass
1988,ESS,Haddock,123273.4471,q adj biomass
1989,ESS,Haddock,78494.97296,q adj biomass
1990,ESS,Haddock,88222.25885,q adj biomass
1991,ESS,Haddock,138911.3147,q adj biomass
1992,ESS,Haddock,64735.90175,q adj biomass
1993,ESS,Haddock,52945.51393,q adj biomass
1994,ESS,Haddock,48900.92885,q adj biomass
1995,ESS,Haddock,46999.87628,q adj biomass
1996,ESS,Haddock,63936.43731,q adj biomass
1997,ESS,Haddock,52946.55645,q adj biomass
1998,ESS,Haddock,71604.29715,q adj biomass
1999,ESS,Haddock,115680.2237,q adj biomass
2000,ESS,Haddock,130672.7997,q adj biomass
2001,ESS,Haddock,104207.0335,q adj biomass
2002,ESS,Haddock,137813.6338,q adj biomass
2003,ESS,Haddock,105060.0625,q adj biomass
2004,ESS,Haddock,78069.63894,q adj biomass
2005,ESS,Haddock,56313.17635,q adj biomass
2006,ESS,Haddock,139987.59,q adj biomass
2007,ESS,Haddock,112241.301,q adj biomass
2008,ESS,Haddock,67088.34545,q adj biomass
2009,ESS,Haddock,210700.9758,q adj biomass
1980,ESS,Jonah crab,32.057,minimum swept area
1981,ESS,Jonah crab,61.389,minimum swept area
1982,ESS,Jonah crab,30.999,minimum swept area
1983,ESS,Jonah crab,109.81,minimum swept area
1986,ESS,Jonah crab,13.143,minimum swept area
1990,ESS,Jonah crab,36.917,minimum swept area
1991,ESS,Jonah crab,128.34,minimum swept area
1995,ESS,Jonah crab,259.37,minimum swept area
1996,ESS,Jonah crab,122.25,minimum swept area
1999,ESS,Jonah crab,206.28,minimum swept area
2000,ESS,Jonah crab,126.67,minimum swept area
2001,ESS,Jonah crab,188.68,minimum swept area
2002,ESS,Jonah crab,470.79,minimum swept area
2003,ESS,Jonah crab,553.85,minimum swept area
2004,ESS,Jonah crab,12.446,minimum swept area
2005,ESS,Jonah crab,313.98,minimum swept area
2006,ESS,Jonah crab,183.45,minimum swept area
2007,ESS,Jonah crab,231.9,minimum swept area
2008,ESS,Jonah crab,376.11,minimum swept area
2009,ESS,Jonah crab,440.16,minimum swept area
1970,ESS,Lumpfish,4091.543811,q adj biomass
1971,ESS,Lumpfish,6480.286661,q adj biomass
1972,ESS,Lumpfish,1455.950381,q adj biomass
1973,ESS,Lumpfish,5911.221296,q adj biomass
1975,ESS,Lumpfish,2041.831377,q adj biomass
1976,ESS,Lumpfish,1917.856658,q adj biomass
1977,ESS,Lumpfish,3831.913031,q adj biomass
1978,ESS,Lumpfish,1933.855658,q adj biomass
1981,ESS,Lumpfish,2435.088593,q adj biomass
1983,ESS,Lumpfish,5.351769684,q adj biomass
1984,ESS,Lumpfish,607.9124762,q adj biomass
1985,ESS,Lumpfish,1108.021849,q adj biomass
1986,ESS,Lumpfish,1653.302226,q adj biomass
1987,ESS,Lumpfish,515.5978932,q adj biomass
1988,ESS,Lumpfish,5430.917341,q adj biomass
1989,ESS,Lumpfish,1105.604752,q adj biomass
1990,ESS,Lumpfish,543.9917008,q adj biomass
1991,ESS,Lumpfish,609.0736702,q adj biomass
1992,ESS,Lumpfish,523.7035249,q adj biomass
1993,ESS,Lumpfish,949.5803245,q adj biomass
1994,ESS,Lumpfish,4451.098594,q adj biomass
1995,ESS,Lumpfish,750.5069729,q adj biomass
1998,ESS,Lumpfish,229.4096045,q adj biomass
2000,ESS,Lumpfish,2755.586782,q adj biomass
2002,ESS,Lumpfish,47.2083814,q adj biomass
2004,ESS,Lumpfish,37.730937,q adj biomass
2005,ESS,Lumpfish,289.1561272,q adj biomass
2006,ESS,Lumpfish,1004.913367,q adj biomass
2009,ESS,Lumpfish,80.81222071,q adj biomass
1970,ESS,Northern sand lance,283136.951,q adj biomass
1971,ESS,Northern sand lance,553.6004133,q adj biomass
1972,ESS,Northern sand lance,592293.7455,q adj biomass
1973,ESS,Northern sand lance,17395.45844,q adj biomass
1974,ESS,Northern sand lance,25370.70216,q adj biomass
1975,ESS,Northern sand lance,413.0249017,q adj biomass
1976,ESS,Northern sand lance,46765.1032,q adj biomass
1977,ESS,Northern sand lance,56.78436516,q adj biomass
1978,ESS,Northern sand lance,21.56840239,q adj biomass
1979,ESS,Northern sand lance,63.19238972,q adj biomass
1980,ESS,Northern sand lance,7.044058907,q adj biomass
1981,ESS,Northern sand lance,8124.47933,q adj biomass
1982,ESS,Northern sand lance,140.2194214,q adj biomass
1983,ESS,Northern sand lance,699.8832732,q adj biomass
1984,ESS,Northern sand lance,816.5679735,q adj biomass
1985,ESS,Northern sand lance,918.3186749,q adj biomass
1986,ESS,Northern sand lance,69.25496876,q adj biomass
1987,ESS,Northern sand lance,9704.119649,q adj biomass
1988,ESS,Northern sand lance,146724.6282,q adj biomass
1989,ESS,Northern sand lance,23415.23022,q adj biomass
1990,ESS,Northern sand lance,1126.225339,q adj biomass
1991,ESS,Northern sand lance,235965.3332,q adj biomass
1992,ESS,Northern sand lance,2475.61189,q adj biomass
1993,ESS,Northern sand lance,28335.08178,q adj biomass
1994,ESS,Northern sand lance,8488.419994,q adj biomass
1995,ESS,Northern sand lance,715730.7516,q adj biomass
1996,ESS,Northern sand lance,34475.52521,q adj biomass
1997,ESS,Northern sand lance,59176.93528,q adj biomass
1998,ESS,Northern sand lance,614479.6974,q adj biomass
1999,ESS,Northern sand lance,1461645.028,q adj biomass
2000,ESS,Northern sand lance,1237180.125,q adj biomass
2001,ESS,Northern sand lance,916382.2282,q adj biomass
2002,ESS,Northern sand lance,962062.8607,q adj biomass
2003,ESS,Northern sand lance,716847.4701,q adj biomass
2004,ESS,Northern sand lance,657025.2783,q adj biomass
2005,ESS,Northern sand lance,1213591.024,q adj biomass
2006,ESS,Northern sand lance,665016.1545,q adj biomass
2007,ESS,Northern sand lance,373742.9414,q adj biomass
2008,ESS,Northern sand lance,529708.5442,q adj biomass
2009,ESS,Northern sand lance,247909.521,q adj biomass
1970,ESS,Ocean pout,491.6133658,q adj biomass
1971,ESS,Ocean pout,172.4776536,q adj biomass
1972,ESS,Ocean pout,668.7735532,q adj biomass
1973,ESS,Ocean pout,1081.758123,q adj biomass
1974,ESS,Ocean pout,561.340857,q adj biomass
1975,ESS,Ocean pout,644.4931656,q adj biomass
1976,ESS,Ocean pout,365.3500922,q adj biomass
1977,ESS,Ocean pout,751.3663602,q adj biomass
1978,ESS,Ocean pout,1611.418296,q adj biomass
1979,ESS,Ocean pout,238.0228809,q adj biomass
1980,ESS,Ocean pout,657.001128,q adj biomass
1981,ESS,Ocean pout,652.6005145,q adj biomass
1982,ESS,Ocean pout,799.660841,q adj biomass
1983,ESS,Ocean pout,704.1322154,q adj biomass
1984,ESS,Ocean pout,826.341705,q adj biomass
1985,ESS,Ocean pout,161.2284275,q adj biomass
1986,ESS,Ocean pout,447.4668803,q adj biomass
1987,ESS,Ocean pout,631.5523062,q adj biomass
1988,ESS,Ocean pout,531.3781593,q adj biomass
1989,ESS,Ocean pout,616.4440501,q adj biomass
1990,ESS,Ocean pout,669.3673595,q adj biomass
1991,ESS,Ocean pout,566.187206,q adj biomass
1992,ESS,Ocean pout,490.555391,q adj biomass
1993,ESS,Ocean pout,311.5063636,q adj biomass
1994,ESS,Ocean pout,284.1615195,q adj biomass
1995,ESS,Ocean pout,336.1761046,q adj biomass
1996,ESS,Ocean pout,228.2370341,q adj biomass
1997,ESS,Ocean pout,228.792876,q adj biomass
1998,ESS,Ocean pout,303.4715593,q adj biomass
1999,ESS,Ocean pout,657.0180812,q adj biomass
2000,ESS,Ocean pout,138.8066677,q adj biomass
2001,ESS,Ocean pout,218.1855554,q adj biomass
2002,ESS,Ocean pout,94.72539219,q adj biomass
2003,ESS,Ocean pout,119.8609149,q adj biomass
2004,ESS,Ocean pout,120.6974758,q adj biomass
2005,ESS,Ocean pout,107.6044515,q adj biomass
2006,ESS,Ocean pout,98.94734768,q adj biomass
2007,ESS,Ocean pout,207.1050404,q adj biomass
2008,ESS,Ocean pout,42.56795044,q adj biomass
2009,ESS,Ocean pout,81.8512667,q adj biomass
1970,ESS,Offshore hake,42.78440129,q adj biomass
1973,ESS,Offshore hake,489.0495137,q adj biomass
1974,ESS,Offshore hake,949.0373767,q adj biomass
1975,ESS,Offshore hake,1887.864131,q adj biomass
1976,ESS,Offshore hake,610.6231609,q adj biomass
1977,ESS,Offshore hake,3707.273091,q adj biomass
1978,ESS,Offshore hake,1507.975428,q adj biomass
1979,ESS,Offshore hake,814.0659453,q adj biomass
1980,ESS,Offshore hake,1600.655098,q adj biomass
1981,ESS,Offshore hake,1192.162223,q adj biomass
1982,ESS,Offshore hake,1602.404925,q adj biomass
1983,ESS,Offshore hake,396.6683327,q adj biomass
1984,ESS,Offshore hake,1075.575311,q adj biomass
1985,ESS,Offshore hake,254.5916815,q adj biomass
1986,ESS,Offshore hake,48.10919365,q adj biomass
1987,ESS,Offshore hake,80.15312427,q adj biomass
1988,ESS,Offshore hake,17.81531722,q adj biomass
1989,ESS,Offshore hake,909.4859591,q adj biomass
1990,ESS,Offshore hake,230.4003612,q adj biomass
1991,ESS,Offshore hake,239.7894443,q adj biomass
1992,ESS,Offshore hake,573.1229385,q adj biomass
1993,ESS,Offshore hake,172.3281726,q adj biomass
1994,ESS,Offshore hake,422.6175746,q adj biomass
1995,ESS,Offshore hake,997.2629168,q adj biomass
1996,ESS,Offshore hake,197.3016776,q adj biomass
1997,ESS,Offshore hake,399.3840953,q adj biomass
1998,ESS,Offshore hake,301.6492812,q adj biomass
1999,ESS,Offshore hake,162.1543856,q adj biomass
2000,ESS,Offshore hake,1083.971384,q adj biomass
2001,ESS,Offshore hake,28.50603424,q adj biomass
2002,ESS,Offshore hake,149.176343,q adj biomass
2003,ESS,Offshore hake,23.92089545,q adj biomass
2004,ESS,Offshore hake,72.99048373,q adj biomass
2005,ESS,Offshore hake,60.27043576,q adj biomass
2006,ESS,Offshore hake,35.94301296,q adj biomass
2007,ESS,Offshore hake,293.5665841,q adj biomass
2008,ESS,Offshore hake,4.676546341,q adj biomass
2009,ESS,Offshore hake,28.70004891,q adj biomass
1995,ESS,Pandalid Shrimp (NS),23621,assessment
1996,ESS,Pandalid Shrimp (NS),29205,assessment
1997,ESS,Pandalid Shrimp (NS),26351,assessment
1998,ESS,Pandalid Shrimp (NS),32546,assessment
1999,ESS,Pandalid Shrimp (NS),36626,assessment
2000,ESS,Pandalid Shrimp (NS),31863,assessment
2001,ESS,Pandalid Shrimp (NS),25028,assessment
2002,ESS,Pandalid Shrimp (NS),20773,assessment
2003,ESS,Pandalid Shrimp (NS),28130,assessment
2004,ESS,Pandalid Shrimp (NS),48438,assessment
2005,ESS,Pandalid Shrimp (NS),44433,assessment
2006,ESS,Pandalid Shrimp (NS),37769,assessment
2007,ESS,Pandalid Shrimp (NS),38431,assessment
2008,ESS,Pandalid Shrimp (NS),30904,assessment
2002,ESS,Periwinkles,245.46,minimum swept area
2006,ESS,Periwinkles,19.312,minimum swept area
2008,ESS,Periwinkles,576.94,minimum swept area
2009,ESS,Periwinkles,414.03,minimum swept area
1970,ESS,Pollock,12587.62756,q adj biomass
1971,ESS,Pollock,4794.843341,q adj biomass
1972,ESS,Pollock,682.2222017,q adj biomass
1973,ESS,Pollock,1760.55549,q adj biomass
1974,ESS,Pollock,16240.43667,q adj biomass
1975,ESS,Pollock,11977.55179,q adj biomass
1976,ESS,Pollock,2462.797175,q adj biomass
1977,ESS,Pollock,4597.338165,q adj biomass
1978,ESS,Pollock,11284.89017,q adj biomass
1979,ESS,Pollock,4476.755198,q adj biomass
1980,ESS,Pollock,73924.12335,q adj biomass
1981,ESS,Pollock,8991.773986,q adj biomass
1982,ESS,Pollock,16565.54035,q adj biomass
1983,ESS,Pollock,19085.89477,q adj biomass
1984,ESS,Pollock,53291.79183,q adj biomass
1985,ESS,Pollock,40679.76112,q adj biomass
1986,ESS,Pollock,26756.74015,q adj biomass
1987,ESS,Pollock,122204.997,q adj biomass
1988,ESS,Pollock,21412.09234,q adj biomass
1989,ESS,Pollock,29978.16758,q adj biomass
1990,ESS,Pollock,36356.51981,q adj biomass
1991,ESS,Pollock,21865.51228,q adj biomass
1992,ESS,Pollock,14410.32887,q adj biomass
1993,ESS,Pollock,43940.32071,q adj biomass
1994,ESS,Pollock,13367.80338,q adj biomass
1995,ESS,Pollock,24123.49101,q adj biomass
1996,ESS,Pollock,16202.87546,q adj biomass
1997,ESS,Pollock,10366.81643,q adj biomass
1998,ESS,Pollock,6048.496959,q adj biomass
1999,ESS,Pollock,5380.44323,q adj biomass
2000,ESS,Pollock,8406.632561,q adj biomass
2001,ESS,Pollock,12882.42852,q adj biomass
2002,ESS,Pollock,7211.314328,q adj biomass
2003,ESS,Pollock,7783.807719,q adj biomass
2004,ESS,Pollock,1137.83473,q adj biomass
2005,ESS,Pollock,1592.8705,q adj biomass
2006,ESS,Pollock,2385.348066,q adj biomass
2007,ESS,Pollock,50805.37826,q adj biomass
2008,ESS,Pollock,27621.74457,q adj biomass
2009,ESS,Pollock,12566.53207,q adj biomass
1970,ESS,Red hake,227.8897275,q adj biomass
1971,ESS,Red hake,100.9911669,q adj biomass
1972,ESS,Red hake,54.38870771,q adj biomass
1973,ESS,Red hake,118.5307115,q adj biomass
1974,ESS,Red hake,335.0864636,q adj biomass
1975,ESS,Red hake,17.84837776,q adj biomass
1976,ESS,Red hake,205.9596498,q adj biomass
1977,ESS,Red hake,1418.893383,q adj biomass
1978,ESS,Red hake,2384.578558,q adj biomass
1979,ESS,Red hake,1780.673889,q adj biomass
1980,ESS,Red hake,4332.901465,q adj biomass
1981,ESS,Red hake,5511.551064,q adj biomass
1982,ESS,Red hake,6273.976602,q adj biomass
1983,ESS,Red hake,5853.223519,q adj biomass
1984,ESS,Red hake,3353.490671,q adj biomass
1985,ESS,Red hake,8035.517807,q adj biomass
1986,ESS,Red hake,5771.079107,q adj biomass
1987,ESS,Red hake,4343.338496,q adj biomass
1988,ESS,Red hake,3074.268547,q adj biomass
1989,ESS,Red hake,895.8786317,q adj biomass
1990,ESS,Red hake,1018.862717,q adj biomass
1991,ESS,Red hake,1303.692826,q adj biomass
1992,ESS,Red hake,1654.213515,q adj biomass
1993,ESS,Red hake,3815.728075,q adj biomass
1994,ESS,Red hake,3615.425934,q adj biomass
1995,ESS,Red hake,2586.540375,q adj biomass
1996,ESS,Red hake,2750.476439,q adj biomass
1997,ESS,Red hake,3862.714462,q adj biomass
1998,ESS,Red hake,1915.087512,q adj biomass
1999,ESS,Red hake,1329.805242,q adj biomass
2000,ESS,Red hake,2241.941714,q adj biomass
2001,ESS,Red hake,1894.59119,q adj biomass
2002,ESS,Red hake,1472.876734,q adj biomass
2003,ESS,Red hake,1856.617203,q adj biomass
2004,ESS,Red hake,1862.086597,q adj biomass
2005,ESS,Red hake,873.7819995,q adj biomass
2006,ESS,Red hake,1214.693303,q adj biomass
2007,ESS,Red hake,2074.112774,q adj biomass
2008,ESS,Red hake,1630.914987,q adj biomass
2009,ESS,Red hake,657.7476232,q adj biomass
1981,ESS,Rock crab,23.802,minimum swept area
1983,ESS,Rock crab,41.576,minimum swept area
1995,ESS,Rock crab,4.8232,minimum swept area
1999,ESS,Rock crab,94.574,minimum swept area
2000,ESS,Rock crab,87.703,minimum swept area
2001,ESS,Rock crab,68.442,minimum swept area
2002,ESS,Rock crab,96.304,minimum swept area
2003,ESS,Rock crab,242.93,minimum swept area
2005,ESS,Rock crab,24.553,minimum swept area
2006,ESS,Rock crab,186.32,minimum swept area
2007,ESS,Rock crab,105.41,minimum swept area
2008,ESS,Rock crab,847.08,minimum swept area
2009,ESS,Rock crab,105,minimum swept area
1970,ESS,Sculpin,9708.655081,q adj biomass
1971,ESS,Sculpin,6004.767583,q adj biomass
1972,ESS,Sculpin,4381.04894,q adj biomass
1973,ESS,Sculpin,12787.69766,q adj biomass
1974,ESS,Sculpin,5343.715287,q adj biomass
1975,ESS,Sculpin,11869.84439,q adj biomass
1976,ESS,Sculpin,5601.753111,q adj biomass
1977,ESS,Sculpin,10060.77601,q adj biomass
1978,ESS,Sculpin,12693.95842,q adj biomass
1979,ESS,Sculpin,6721.026909,q adj biomass
1980,ESS,Sculpin,2651.580454,q adj biomass
1981,ESS,Sculpin,4140.307167,q adj biomass
1982,ESS,Sculpin,4615.827593,q adj biomass
1983,ESS,Sculpin,3093.845019,q adj biomass
1984,ESS,Sculpin,6621.968616,q adj biomass
1985,ESS,Sculpin,4704.760593,q adj biomass
1986,ESS,Sculpin,4391.503114,q adj biomass
1987,ESS,Sculpin,3468.639222,q adj biomass
1988,ESS,Sculpin,6658.898882,q adj biomass
1989,ESS,Sculpin,6714.718261,q adj biomass
1990,ESS,Sculpin,10225.64556,q adj biomass
1991,ESS,Sculpin,9714.289013,q adj biomass
1992,ESS,Sculpin,16538.3384,q adj biomass
1993,ESS,Sculpin,5630.680727,q adj biomass
1994,ESS,Sculpin,7154.466487,q adj biomass
1995,ESS,Sculpin,6623.119595,q adj biomass
1996,ESS,Sculpin,3692.342924,q adj biomass
1997,ESS,Sculpin,17381.24838,q adj biomass
1998,ESS,Sculpin,6724.993755,q adj biomass
1999,ESS,Sculpin,12657.03435,q adj biomass
2000,ESS,Sculpin,4198.629662,q adj biomass
2001,ESS,Sculpin,4644.419692,q adj biomass
2002,ESS,Sculpin,3547.494507,q adj biomass
2003,ESS,Sculpin,3757.575371,q adj biomass
2004,ESS,Sculpin,4024.3355,q adj biomass
2005,ESS,Sculpin,34938.55217,q adj biomass
2006,ESS,Sculpin,5330.888479,q adj biomass
2007,ESS,Sculpin,9767.965013,q adj biomass
2008,ESS,Sculpin,5250.414589,q adj biomass
2009,ESS,Sculpin,5973.017122,q adj biomass
1986,ESS,Sea scallop,101.5693,minimum swept area
1999,ESS,Sea scallop,664.4414,minimum swept area
2000,ESS,Sea scallop,260.4282,minimum swept area
2001,ESS,Sea scallop,114.3262,minimum swept area
2002,ESS,Sea scallop,462.8379,minimum swept area
2003,ESS,Sea scallop,253.5109,minimum swept area
2004,ESS,Sea scallop,2.5051,minimum swept area
2005,ESS,Sea scallop,558.2446,minimum swept area
2006,ESS,Sea scallop,254.1191,minimum swept area
2007,ESS,Sea scallop,148.429,minimum swept area
2008,ESS,Sea scallop,367.2443,minimum swept area
2009,ESS,Sea scallop,1003.2391,minimum swept area
1999,ESS,Sea urchin,3175.6,minimum swept area
2000,ESS,Sea urchin,345.16,minimum swept area
2006,ESS,Sea urchin,667.4,minimum swept area
2007,ESS,Sea urchin,3.0247,minimum swept area
2008,ESS,Sea urchin,66.134,minimum swept area
1977,ESS,Shad,222.093252,q adj biomass
1983,ESS,Shad,27.68221138,q adj biomass
1984,ESS,Shad,120.2034119,q adj biomass
1986,ESS,Shad,61.52894883,q adj biomass
1987,ESS,Shad,36.9173693,q adj biomass
1992,ESS,Shad,78.16153802,q adj biomass
1993,ESS,Shad,50.33393687,q adj biomass
1997,ESS,Shad,52.0425574,q adj biomass
1999,ESS,Shad,12.25518607,q adj biomass
2003,ESS,Shad,70.46751162,q adj biomass
2004,ESS,Shad,60.04750364,q adj biomass
2005,ESS,Shad,15.22234963,q adj biomass
2007,ESS,Shad,93.88975414,q adj biomass
2009,ESS,Shad,72.7635068,q adj biomass
1970,ESS,Silver hake,45118.14931,q adj biomass
1971,ESS,Silver hake,9424.756293,q adj biomass
1972,ESS,Silver hake,28264.77775,q adj biomass
1973,ESS,Silver hake,25542.34389,q adj biomass
1974,ESS,Silver hake,43496.01255,q adj biomass
1975,ESS,Silver hake,5574.993614,q adj biomass
1976,ESS,Silver hake,22632.71874,q adj biomass
1977,ESS,Silver hake,8199.942403,q adj biomass
1978,ESS,Silver hake,14317.67528,q adj biomass
1979,ESS,Silver hake,51240.83848,q adj biomass
1980,ESS,Silver hake,17335.13401,q adj biomass
1981,ESS,Silver hake,77169.52585,q adj biomass
1982,ESS,Silver hake,92478.31475,q adj biomass
1983,ESS,Silver hake,73411.0623,q adj biomass
1984,ESS,Silver hake,178898.7816,q adj biomass
1985,ESS,Silver hake,143732.5077,q adj biomass
1986,ESS,Silver hake,127545.674,q adj biomass
1987,ESS,Silver hake,162082.129,q adj biomass
1988,ESS,Silver hake,112222.8468,q adj biomass
1989,ESS,Silver hake,39308.53926,q adj biomass
1990,ESS,Silver hake,89063.41808,q adj biomass
1991,ESS,Silver hake,60017.91629,q adj biomass
1992,ESS,Silver hake,23855.94294,q adj biomass
1993,ESS,Silver hake,89160.28236,q adj biomass
1994,ESS,Silver hake,50059.53637,q adj biomass
1995,ESS,Silver hake,93551.34847,q adj biomass
1996,ESS,Silver hake,121532.3611,q adj biomass
1997,ESS,Silver hake,86261.49937,q adj biomass
1998,ESS,Silver hake,57922.12905,q adj biomass
1999,ESS,Silver hake,52013.9341,q adj biomass
2000,ESS,Silver hake,58270.17506,q adj biomass
2001,ESS,Silver hake,49334.58709,q adj biomass
2002,ESS,Silver hake,26434.36185,q adj biomass
2003,ESS,Silver hake,54094.42206,q adj biomass
2004,ESS,Silver hake,132311.0031,q adj biomass
2005,ESS,Silver hake,45447.85162,q adj biomass
2006,ESS,Silver hake,80921.6799,q adj biomass
2007,ESS,Silver hake,49064.61089,q adj biomass
2008,ESS,Silver hake,42693.05126,q adj biomass
2009,ESS,Silver hake,101960.5686,q adj biomass
1970,ESS,Skates (NS),35157.04044,q adj biomass
1971,ESS,Skates (NS),31445.83417,q adj biomass
1972,ESS,Skates (NS),35466.70138,q adj biomass
1973,ESS,Skates (NS),59797.032,q adj biomass
1974,ESS,Skates (NS),40235.11799,q adj biomass
1975,ESS,Skates (NS),67450.39889,q adj biomass
1976,ESS,Skates (NS),32228.29252,q adj biomass
1977,ESS,Skates (NS),34278.55983,q adj biomass
1978,ESS,Skates (NS),24373.17354,q adj biomass
1979,ESS,Skates (NS),30379.92614,q adj biomass
1980,ESS,Skates (NS),31068.24348,q adj biomass
1981,ESS,Skates (NS),37797.36974,q adj biomass
1982,ESS,Skates (NS),31439.39875,q adj biomass
1983,ESS,Skates (NS),25824.94332,q adj biomass
1984,ESS,Skates (NS),22169.26606,q adj biomass
1985,ESS,Skates (NS),29674.91641,q adj biomass
1986,ESS,Skates (NS),14454.86652,q adj biomass
1987,ESS,Skates (NS),11344.08385,q adj biomass
1988,ESS,Skates (NS),26717.33684,q adj biomass
1989,ESS,Skates (NS),17724.01066,q adj biomass
1990,ESS,Skates (NS),18360.2002,q adj biomass
1991,ESS,Skates (NS),16485.53887,q adj biomass
1992,ESS,Skates (NS),16557.04856,q adj biomass
1993,ESS,Skates (NS),15022.14622,q adj biomass
1994,ESS,Skates (NS),8279.046721,q adj biomass
1995,ESS,Skates (NS),14172.70654,q adj biomass
1996,ESS,Skates (NS),9681.92988,q adj biomass
1997,ESS,Skates (NS),12356.25067,q adj biomass
1998,ESS,Skates (NS),9215.470262,q adj biomass
1999,ESS,Skates (NS),12638.99126,q adj biomass
2000,ESS,Skates (NS),7367.853259,q adj biomass
2001,ESS,Skates (NS),4607.317302,q adj biomass
2002,ESS,Skates (NS),3700.426596,q adj biomass
2003,ESS,Skates (NS),11688.37098,q adj biomass
2004,ESS,Skates (NS),7350.568359,q adj biomass
2005,ESS,Skates (NS),5756.416364,q adj biomass
2006,ESS,Skates (NS),7390.462949,q adj biomass
2007,ESS,Skates (NS),9542.675976,q adj biomass
2008,ESS,Skates (NS),5950.824644,q adj biomass
2009,ESS,Skates (NS),3728.316417,q adj biomass
1981,ESS,Snow crab,195.64,minimum swept area
1982,ESS,Snow crab,83.57,minimum swept area
1987,ESS,Snow crab,57.065,minimum swept area
1988,ESS,Snow crab,363.27,minimum swept area
1989,ESS,Snow crab,120.38,minimum swept area
1990,ESS,Snow crab,197.65,minimum swept area
1991,ESS,Snow crab,756.31,minimum swept area
1993,ESS,Snow crab,859.6,minimum swept area
1994,ESS,Snow crab,339.1,minimum swept area
1995,ESS,Snow crab,3144.5,minimum swept area
1996,ESS,Snow crab,422.3,minimum swept area
1997,ESS,Snow crab,105.17,minimum swept area
1999,ESS,Snow crab,11592,minimum swept area
2000,ESS,Snow crab,6306.3,minimum swept area
2001,ESS,Snow crab,2873.4,minimum swept area
2002,ESS,Snow crab,5860,minimum swept area
2003,ESS,Snow crab,5010.1,minimum swept area
2004,ESS,Snow crab,415.81,minimum swept area
2005,ESS,Snow crab,5997.7,minimum swept area
2006,ESS,Snow crab,3943.3,minimum swept area
2007,ESS,Snow crab,5023.5,minimum swept area
2008,ESS,Snow crab,8534.8,minimum swept area
2009,ESS,Snow crab,7413.5,minimum swept area
1972,ESS,Spiny dogfish,2810.689528,q adj biomass
1973,ESS,Spiny dogfish,45.28723755,q adj biomass
1974,ESS,Spiny dogfish,81.67809583,q adj biomass
