DIETS,Transient Killers,Sperm and Beaked Whales,Resident Killers,Porpoises,Belugas,Gray Whales,Humpbacks,Fin Whales,Sei whales,Right whales,Minke whales,Bowhead Whales,Sea Otters,Walrus Bd Seals,N. Fur Seal_Juv,N. Fur Seal,Steller Sea Lion_Juv,Steller Sea Lion,Resident seals,Wintering seals,Shearwater,Murres,Kittiwakes,Auklets,Puffins,Fulmars,Storm Petrels,Cormorants,Gulls,Albatross Jaeger,Sleeper shark,W. Pollock_Juv,W. Pollock,P. Cod_Juv,P. Cod,Herring_Juv,Herring,Arrowtooth_Juv,Arrowtooth,Kamchatka fl._Juv,Kamchatka fl.,Gr. Turbot_Juv,Gr. Turbot,P. Halibut_Juv,P. Halibut,YF. Sole_Juv,YF. Sole,FH. Sole_Juv,FH. Sole,N. Rock sole_Juv,N. Rock sole,AK Plaice,Dover Sole,Rex Sole,Misc. Flatfish,Alaska skate,Other skates,Sablefish_Juv,Sablefish,Eelpouts,Grenadiers,Misc. fish deep,POP,Sharpchin Rock,Northern Rock,Dusky Rock,Shortraker Rock,Rougheye Rock,Shortspine Thorns,Other Sebastes,Atka mackerel_Juv,Atka mackerel,Greenlings,Lg. Sculpins,Other sculpins,Misc. fish shallow,Octopi,Squids,Salmon returning,Salmon outgoing,Bathylagidae,Myctophidae,Capelin,Sandlance,Eulachon,Oth. managed forage,Oth. pelagic smelt,Bairdi,King Crab,Opilio,Pandalidae,NP shrimp,Sea stars,Brittle stars,Urchins dollars cucumbers,Snails,Hermit crabs,Misc. crabs,Misc. Crustacean,Benthic Amphipods,Anemones,Corals,Hydroids,Urochordata,Sea Pens,Sponges,Bivalves,Polychaetes,Misc. worms,Scyphozoid Jellies,Fish Larvae,Chaetognaths,Euphausiids,Mysids,Pelagic Amphipods,Gelatinous filter feeders,Pteropods,Copepods,Pelagic microbes,Benthic microbes,Macroalgae,Lg Phytoplankton,Sm Phytoplankton,Outside,Discards,Offal,Pelagic Detritus,Benthic Detritus,Outside Detritus
Atka mackerel_Juv,0,0,0,0,0,0,0,0.00E+00,0,0,0,0,0,0,0,0,0,0,0,0,0,4.94E-07,4.94E-07,4.96E-07,4.94E-07,4.94E-07,4.94E-07,4.19E-07,4.94E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Atka mackerel,0,0,0,0,0,0,0,0.00E+00,0,0,0,0,0,0,0.005086469,0.005086469,0.001004016,0.001004016,0.01133787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001978357,0,0,0,0.000415443,0,0,0,0,0,0.004892587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.16E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greenlings,0,0,0,0,0,0,0,0.00E+00,0,0,0,0,0,0,0,0,0,0,2.43E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000048465,0,0,0,0,0,0,0,0,0,0.000420973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lg. Sculpins,0,0,0,0,0,0,0,0.00E+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.24E-05,0,0.001520079,0,0,0,0,0,0,0,0,0,0.001652022,0,6.45E-05,0,0,0,0,0,0,0,0,2.44E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1779013,0.001836508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Other sculpins,0,0,0,0.03983222,0.07950924,0,0,0.00E+00,0,0,0,0,0,0,0.001017294,0.001017294,0.06024096,0.06024096,0.05668934,0.07893439,0,0,0,0,0,0,0,0,0,0,0,4.29E-06,0.000529453,0.009705399,0.01072418,0,0,0.02618438,0.008554907,0,0.00283242,0,0.02167019,0,0.02235434,0,0.001899249,0.008202387,0.000599349,0.000901289,3.51E-07,0,0,0,0,0.02358391,0.001789863,0,0,0.01351007,0,0,0,0.00129852,0,0,0.006492598,0,0,0.00129852,0,0,0.1501493,0.02105363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Misc. fish shallow,0,0,0,0.02649128,0.05287932,0,0.03258209,0.01645396,0,0,0,0,0,0,0,0,0.03012048,0.03012048,0.1530612,0.09866799,0,0,0,0,0,0,0,0,0,0,0.02,2.46E-06,0.000138538,0.00025563,0.00410931,0,0,0.001946963,2.41E-05,0,0.008182131,0,0.00953921,0,0.01546732,4.85E-06,2.72E-05,0,0.005109723,0,0,0,0,0,0,0.003712353,0.03346229,0,7.27E-05,0.000986536,0,0,0,0.000312452,0,0,0,0.001392147,0.000170111,0.000312452,0,0,0,0.01898878,0.04985736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Octopi,0,0,0,0,0.009325998,0,0,0.00E+00,0,0,0,0,0,0.01017812,0.001017294,0.001017294,0.1807229,0.1807229,0.1133787,0.009866798,0,0,0,0,0,0,0,0,0,0,0.02,0,4.30E-05,0,0.006477353,0,0,0,6.98E-05,0,0,0,5.17E-05,0,0.004740856,0,0.000120445,0,0.000216766,0,0,0,0,0,6.15E-05,0,0,0,0.03882741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01435832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Squids,0,0.85,0,0.5,0.06680223,0,0.004950495,0.00E+00,0.05,0,0.02,0,0.05,0,0.3051882,0.3051882,0.03012048,0.03012048,0.02834467,0.00049334,0.2595122,0.03449998,0.007217863,0.00074037,0.03814141,0.5851223,0.6063936,0,0,0.5000001,0.2,0.000251035,0.002495734,0,0.000930214,0,0,0,0.008791104,0,0.002072335,0,0.3226596,0,0.003219592,0,0,0.002918737,2.78E-05,0,0.000021091,0,0,0,0,2.88E-05,0,0.1,0.1110887,0,0.5,0.5,0.000398497,0.131343,0.05367736,0,0.008799759,0.620128,0,0.131343,0,0,0,6.85E-05,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salmon returning,0,0,0.003963629,0.008394982,0.01675725,0,0.01032514,0.005214192,0,0,0.01590853,0,0,0,0.01017294,0.01017294,0.005020081,0.005020081,0.002834467,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0.001652728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02554782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salmon outgoing,0,0,2.42E-08,5.13E-08,1.02E-07,0,0.000000063,3.18E-08,0,0,9.71E-08,0,0,0,0.01017294,0.01017294,0.005020081,0.005020081,0.002834467,0,0,0,0,0,0,0,0,0,0,7.78E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bathylagidae,0,0,0.003847779,0.008149609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01353119,0,0,0,0,0,0,0.02489753,0,0.01237608,0,0,0.001038314,0,1.35E-06,0,0,0,0,0,0,0,0.09116659,0,0,0,0,0,2.39E-06,0,0,0,0,0,0,0,0,0,0.01787402,0,0,0,0.007070546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Myctophidae,0,0,0.01369817,0.02901279,0,0,0,0,0,0,0,0,0,0,0.04069176,0.04069176,0,0,0,0,0.04817133,0.00215134,0.1197196,0,0,0,0,0.08863574,0,0.04405914,0,0.000886442,0.002523773,0,1.77E-07,0,0,0,0.003417308,0,0.001226424,0,0.05182294,0,0.000123268,0,0,0,5.35E-06,0,0,0,0,0,0,0,0,0,0.00106231,0,0,0,0.009996318,0.00086247,0,0,0.002786344,0.001526008,0,0.00086247,0,0,0,0,0,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Capelin,0,0,0.01136501,0.02407115,0.04804848,0,0.02960552,0.01495079,0,0,0.04561494,0,0.003782832,0,0.155646,0.155646,0.06024096,0.06024096,0.06235827,0.08436113,0.4058537,0.05201718,0.07088023,0.007547003,0.0993531,0.009957275,0.005851951,0.07353874,0.1340375,0.03655471,0,0.000388707,0.000754583,0.000015823,0.00415722,0,0,0,0.0120318,0,0,0,0,0,0.03863942,0,2.09E-08,0,0.000961302,0,0,0,0,0,0.04553239,0,0,0,0,0.000258464,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01230053,0,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sandlance,0,0,0.04014566,0.08502865,0.169726,0,0.1045782,0.052812,0,0,0.1611297,0,0.01336243,0,0.01017294,0.01017294,0.04016064,0.04016064,0,0,0.1411771,0.1837449,0.2503766,0.02665894,0.3509537,0.03517297,0.02067137,0.42337,0.4734728,0.1291254,0,0.001360136,0.001698248,0.005789488,0.02392983,0,0,0,0.00041741,0,0,0,0,0,0.03441628,0.0019842,0.006328719,0,0.00349142,0,0.1413503,0.007351538,0,0,0,0.0292128,8.96E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009370399,0,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eulachon,0,0,0.007565076,0.01602286,0.03198329,0,0.01970679,0.009951932,0,0,0.0303634,0,0.002518027,0,0,0,0,0,0,0,0.02660353,0.03462502,0.04718114,0.005023631,0.06613398,0.00662802,0.003895328,0.04895077,0.08922154,0.02433249,0,0,9.61E-06,0,0.00014491,0,0,0,0.02118501,0,0,0,0,0,3.50E-05,0,0,0,0,0,0,0.000129135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000009972,0,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oth. managed forage,0,0,0.01576814,0.03339699,0.06666383,0,0.04107554,0.02074315,0,0,0.06328745,0,0.005248409,0,0,0,0,0,0,0,0.05545064,0.07217012,0.09834126,0.01047092,0.1378452,0.01381501,0.008119164,0.1020297,0.1859675,0.05071704,0,0,0.00058614,0.003285663,0.007537731,0,0,0.00424096,0.005870544,0.007720182,0.02960919,0,0.009589432,0,0.002633237,0,0.001027218,0,0.007898359,0,0.000612653,0,0,0,0.008161386,0.002569436,0.00039064,0,0.3081139,0.01207434,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05755657,0,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oth. pelagic smelt,0,0,0.006642404,0.01406864,0.02808246,0,0.01730327,0.008738148,0,0,0.02666014,0,0.002210916,0,0,0,0,0,0,0,0.02335883,0.030402,0.0414267,0.004410926,0.05806797,0.005819636,0.003420235,0.0429805,0.07833967,0.02136479,0,0,9.39E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000342158,0,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bairdi,0,0,0,0,0,0.000520719,0,0,0,0,0,0.000237651,0,0.000868572,0,0,0.000856799,0.000856799,0.000967541,0,0,0,0,0,0,0,0,0.000331248,0,0,0,0,0.000160954,3.90E-06,0.04809497,0,0,0,0,0,0.001228438,0,1.60E-09,0,0.02601829,4.43E-06,0.002760025,4.82E-06,0.007358694,0,3.81E-05,0,0.01540183,0,0.006284927,0.005041863,0.05574092,0,0,0.000682084,0,0,0,2.75E-05,8.08E-05,0,0,0,0,2.75E-05,0,0.006328844,0,0.005477416,0.03536522,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
King Crab,0,0,0,0,0,0.000186623,0,0,0,0,0,8.52E-05,0,0.000458864,0,0,0.000452644,0.000452644,0.000511149,0,0,0,0,0,0,0,0,0.000118718,0,0,0,6.51E-07,0.000002238,0.000171834,0.00970518,0,0,0,0,0,0,0,1.26E-06,0,0.001824124,0,0.000146608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01754265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Opilio,0,0,0,0,0,0.001909877,0,0,0,0,0,0.000871649,0,0.003925424,0,0,0.003872218,0.003872218,0.004372708,0,0,0,0,0,0,0,0,0.00121494,0,0,0,3.58E-08,2.98E-05,0.001273192,0.07391741,0,0,0,3.70E-09,0,0,0,2.41E-06,0,0.03394224,0,0.006551783,5.84E-07,0.009596712,0,0.00052648,0.006009946,0,0,1.40E-05,0.03115745,0.02214255,0,0,0.09333688,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03866288,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pandalidae,0,0,0,0,0,0.005112781,0,0,0,0,0,0.002333424,0,0.007660371,0,0,0.00377827,0.00377827,0.06399927,0.02042168,0,0,0,0,0,0,0,0.003252422,0,0,0.0025,0.000541083,0.03577532,0.009996153,0.05303508,0,0,0.05432367,0.03865236,0.02760769,0.02345935,0,0.00254596,0,0.00958025,1.12E-05,0.000158496,0.06149307,0.1084528,0.001643283,0.000286381,0,0.2224072,0,0.09604867,0.001268418,0,0,0.001445324,0,0,0,0,0.1665905,0,0,0.8301918,0.00081891,0.001941527,0.1665905,0,0,0,0.007460861,0.0419885,0.01870667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NP shrimp,0,0,0,0,0,0.008473631,0,0,0,0,0,0.003867283,0,0.01269586,0,0,0.006261889,0.006261889,0.1060687,0.03384572,0,0,0,0,0,0,0,0.005390378,0,0,0.0025,0.004881493,0.01495915,0.1765935,0.07605197,0,0,0.4188366,0.02207764,0.4032094,0.03911205,0.003731922,0.004369017,0.692984,0.004581321,0.0607439,0.07338475,0.1112011,0.1015074,0.0102033,0.03103,5.91E-05,0.2647003,0.5454754,0.1001973,0.06458393,0.1110915,0,0.00521851,0.01367033,0.5,0.5,0.000296146,0.06438003,0.01809801,0,0,0.1380454,0.1533123,0.06438003,0,0,0.4296038,0.189817,0.5013551,0.2066813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sea stars,0,0,0,0,0,0.001959092,0,0,0,0,0,0.000894111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.66E-05,0,0.000159084,0,0,0,0,0,0,0,0,0,8.23E-08,0,1.01E-05,0,0.00000004,0,4.79E-07,2.04E-08,0,0,0,0.000631673,0,0,0.000530283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.38E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006281156,0.000603733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brittle stars,0,0,0,0,0,0.002253839,0,0,0,0,0,0.00102863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.75E-07,5.94E-05,0.000134802,0.000199923,0,0,4.80E-05,8.99E-05,0,2.54E-05,1.08E-06,0.000017944,0,7.57E-05,0.01017711,0.03184639,0.1415953,0.2476917,0.000896388,0.0125573,0.001690993,0.01027168,0,0.05995069,5.80E-05,0,0,0.000262571,0.1822525,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000102108,0.000181826,0,0,0,0,0,0,0,0,0,0,0,0,0.08267689,0.02740512,0.07161608,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Urchins dollars cucumbers,0,0,0,0,0,0.000840129,0,0,0,0,0,0.000383427,0.4619588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05E-07,0,0.000138871,0,0,0,0,0,0,0,0,0,4.29E-05,0.02204771,0.04618124,0,0.000287838,0.006116904,0.02270345,0.01513388,0,0,0.000197516,9.16E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.12E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01471517,0.1664102,0.007422532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Snails,0,0,0,0,0,0.000502282,0,0,0,0,0,0.000229237,0,0.0610687,0,0,0.001004016,0.001004016,0,0,0,0,0,0,0,0,0,0,0,0,0.0025,0,0.00029509,4.71E-05,0.00604037,0,0,0.000221851,4.28E-05,0,0,0,0,0,0.002406953,0.006677188,0.01046445,0,0.02002122,0.000188086,0.001405586,0.003505239,0,0,0.000446439,0.000342676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.26E-05,0.001372771,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0.03757456,0.1977044,0.04829948,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hermit crabs,0,0,0,0,0,0.001332841,0,0,0,0,0,0.000608296,0,0.003535659,0,0,0.003487736,0.003487736,0.003938532,0.007083006,0,0,0,0,0,0,0,0,0,0,0.0025,0.000371395,0.000975315,0.007230167,0.07027145,0,0,0.005477827,0.00017755,0,6.51E-05,0,0.002215166,0.000443331,0.04663549,0.00023202,0.02585564,4.91E-05,0.01601613,1.26E-07,0.005612148,0.000109987,0,0,0.00107843,0.02163379,0.2006461,0,1.02E-05,0.002508452,0,0,0,0.003751009,0.01103183,0,0,0,0,0.003751009,0,0,0,0.01917779,0,0.000531343,0.1,0,0,0,0,0,0,0,0,0,0,0.01371055,0.01625111,0.03006518,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Misc. crabs,0,0,0,0,0,0.000523839,0,0,0,0,0,0.000239075,0.2880412,0.0013896,0,0,0.001370765,0.001370765,0.001547939,0.002783793,0,0,0,0,0,0,0,0.000333232,0,0,0,3.85E-05,0.000255382,0.000174102,0.01414944,0,0,0,0,0,0,0,0,0,0.007442983,0.000655154,0.001786406,1.17E-06,0.001226971,0,0.001136208,0.000283834,0,0,0,0.000792376,0.01715045,0,0,0.004906429,0,0,0,0,0,0,0,0,0,0,0,0,0.004424957,0.01945991,0.01917256,0,0,0,0,0,0,0,0,0,0,0,0,0.01371055,0.01625111,0.03006518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Misc. Crustacean,0,0,0,0,0,0.006993907,0,0,0,0,0,0.003191952,0,0,0,0,0,0,0,0,0.009756098,0.00604124,0.003809429,0.00072099,0.06267338,8.18E-05,0.001146246,0.004449074,0.001309995,0,0,0.01628062,0.001111873,0.007079333,0.000555629,0,0,0,3.68E-06,0.000039932,5.69E-05,7.69E-08,9.70E-07,0,0.000175428,0.4351604,0.00939203,0.0123289,0.0013268,0.004442215,0.01220958,0.001749694,0.001909179,0,0.004683767,2.65E-05,0,0,0,0.005357117,0,0,0,0,0,0,0,0,0,0,0,0,0.000632137,0.000792121,0.01442491,4.38E-05,0,0,0,0,0,0,0,0,0,0,0,0.00480537,0.0151329,0.01720634,0,0,0,0,0,0,0,0,0,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Benthic Amphipods,0,0,0,0,0,0.9,0,0,0,0,0,0.004360963,0,0,0,0,0,0,0,0,0,0,0.005204584,0.000985044,0,0.000111804,0.001566043,0.006078489,0.001789764,0,0,0.05698939,0.02048582,0.3920527,0.02818601,0,3.93E-05,0.00187046,0.001039601,0.02608416,0.007228421,0.002324875,0.001332496,1.55E-05,0.000149429,0.208466,0.07528538,0.2742924,0.02340099,0.3485764,0.09572273,0.09972414,0.0891594,0.1179669,0.06401588,0.008811368,0.005290262,0,0.000231299,0.3280452,0,0,0.001341889,0.08451636,7.86E-05,0.04646351,0,0.01426435,0.3618132,0.08451636,0,0,0.03249238,0.05959998,0.1947338,0.09178961,0,0,0,0,0,0,0,0,0,0,0,0.0380703,0.009379331,0.04782059,0.3,0.3,0,0.1,0,0,0,0,0,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anemones,0,0,0,0,0,8.68E-05,0,0,0,0,0,3.96E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001850753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Corals,0,0,0,0,0,1.04E-05,0,0,0,0,0,0.000004764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hydroids,0,0,0,0,0,0.000170842,0,0,0,0,0,7.80E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.21E-08,0,0,0,5.96E-07,0,0,0,0,0,0,4.03E-05,5.05E-05,0,3.10E-09,0,1.15E-06,2.00E-10,0,0,9.55E-07,0,0,0,0,0.00171725,0,0,0,0,0,0,0,0,0,0,0,0,0.001150728,6.78E-06,0.03702217,0,0,0,0,0,0,0,0,0,0,0,0,0.01153269,0.04574799,0.006292887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Urochordata,0,0,0,0,0,0.000281016,0,0,0,0,0,0.000128253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.77E-05,0,0.00070993,0,0,0,9.54E-07,0,0,0,0,0,2.07E-05,0.00503843,0.005291414,8.96E-06,0.001320476,0.000928228,0.000710331,0.000480776,0,0,0,1.89E-06,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009379331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sea Pens,0,0,0,0,0,1.06E-05,0,0,0,0,0,4.86E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sponges,0,0,0,0,0,4.32E-05,0,0,0,0,0,1.97E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.00E-05,0,5.64E-05,0,0,0,1.60E-09,0,0,0,0,0,0,0,0.000291199,0,0,0,2.83E-06,2.05E-05,0,0,0,9.07E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001858451,0,0.002601985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
