Prey \ Predator,Transient Killers,Sperm and Beaked Whales,Resident Killers,Porpoises,Gray Whales,Humpbacks,Fin Whales,Sei whales,Right whales,Minke whales,Sea Otters,N. Fur Seal_Juv,N. Fur Seal,Steller Sea Lion_Juv,Steller Sea Lion,Resident seals,Shearwater,Murres,Kittiwakes,Auklets,Puffins,Fulmars,Storm Petrels,Cormorants,Gulls,Albatross Jaeger,Sleeper shark,Salmon shark,Dogfish,W. Pollock_Juv,W. Pollock,P. Cod_Juv,P. Cod,Herring_Juv,Herring,Arrowtooth_Juv,Arrowtooth,P. Halibut_Juv,P. Halibut,YF. Sole,FH. Sole_Juv,FH. Sole,N. Rock sole,S. Rock sole,AK Plaice,Dover Sole,Rex Sole,Misc. Flatfish,Other skates,Longnose skate,Big skate,Sablefish_Juv,Sablefish,Eelpouts,Grenadiers,Misc. fish deep,POP_Juv,POP,Sharpchin Rock,Northern Rock,Dusky Rock,Shortraker Rock,Rougheye Rock,Shortspine Thorns_Juv,Shortspine Thorns,Other Sebastes,Atka mackerel_Juv,Atka mackerel,Greenlings,Lg. Sculpins,Other sculpins,Misc. fish shallow,Octopi ,Squids,Salmon returning,Salmon outgoing,Bathylagidae,Myctophidae,Capelin,Sandlance,Eulachon,Oth. managed forage,Oth. pelagic smelt,Bairdi,King Crab,Misc. crabs,Pandalidae,NP shrimp,Sea stars,Brittle stars,Urchins dollars cucumbers,Snails,Hermit crabs,Misc. Crustacean,Benthic Amphipods,Anemones,Corals,Hydroids,Urochordata,Sea Pens,Sponges,Bivalves,Polychaetes,Misc. worms ,Scyphozoid Jellies,Fish Larvae,Chaetognaths,Euphausiids,Mysids,Pelagic Amphipods,Gelatinous filter feeders,Pteropods,Copepods,Pelagic microbes,Benthic microbes,Macroalgae,Lg Phytoplankton,Sm Phytoplankton,Discards,Offal,Pelagic Detritus,Benthic Detritus
Misc. fish shallow,0,0,0,0.03112673,0,0.018338388,0.009385493,0,0,0,0,0.001692074,0.001736398,0.031506598,0.031495463,0.096999984,0,0,0,0,0,0,0,0,0,0,0.004999999,0.01582502,0.01023275,0,0.001065031,0,0.004420571,0,0,0,0.00573736,0.000153196,0.002215389,0,0,0,0,0.000229927,0,0,0.005125646,0,0.008537854,0.011635401,0.009333335,0,0.002111958,0.000986536,0,0,0,0.000155278,0,0,0,1.17E-05,1.25E-08,0,0.00037259,0,0,0,0,0.018988779,0.049857356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Octopi ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006618269,0.006620815,0.009179099,0,0,0,0,0,0,0,0,0,0,0.046299998,0,0.028700001,0,0.000977195,0,0.023079208,0,0,0,1.54E-07,3.54E-05,0.02853149,0,0,0,0,0,0,0,0,0.000673213,0.013571427,0,0.005166668,0,0.043395591,0,0.161806894,0.048442549,0,0.002513395,0,0,0,0,0,0.003977382,0.014561552,0,0,0,0,0.014358309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Squids,0,0.857354817,0.031781275,0.692999991,0,0.004950494,0,0.05,0,0.02,0.050000002,0.064676608,0.064676625,0.008523044,0.008526323,0.011820899,0.265999998,0.0345172,0.007217863,0.000737371,0.038141401,0.585414373,0.606393469,0,0,0.500000005,0.008000001,0.07,0.018200001,0,0.006398566,0,0.005206717,0,0,0,0.003039101,0,0.002314252,0,0,0,0,0,0,0,0,0,0.041341172,0,0,0.01290593,0.211956006,0,0.030390219,0.359405894,0,0.002428494,0,0.000221516,1.96E-05,0.042631073,0,0,0.000819687,0,0,0,0,6.85E-05,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salmon returning,0,0,0.027903875,0,0,0.028123117,0.01439326,0.007550979,0,0.042285479,0,0.019900499,0.019900501,0.190167489,0.190205916,0.039999997,0,0,0,0,0,0,0,0,0,0,0.044899998,0.395999998,0,0,0,0,0,0,0,0,0.02179892,0,0.003225202,0,0,0,0,0,0,0,0,0,0,0.017843642,0.005316284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salmon outgoing,0,0,0.000558078,0,0,0.000562462,0.000287865,0.00015102,0,0.00084571,0,5.19E-05,5.33E-05,0.003803349,0.003804117,0,0,0,0,0,0,0,0,0,0,0.000766132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000356873,0.000106326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bathylagidae,0,0,0.002280453,0.001320981,0,0,0,0,0,0,0,0.000212069,0.000217625,0.00190805,0.001898848,0,0.004356947,0,0,0,0,0,0,0.002635971,0,0.003130621,0,0,0,0,3.48E-06,0,0,0,0,0,0.000140813,0,0,0,0,0,0,0,0,0,0,0,0.002683049,0.001458277,0,0,0,0,0.023408609,0.007008185,0,0,0,0,0,0.001709469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Myctophidae,0,0,0.016051037,0.009297765,0,0,0,0,0,0,0,0.001492657,0.001531758,0.001063235,0.001065655,0,0.03066651,0.001169644,0.065056862,0,0,0,0,0.018553367,0,0.02203498,0,0,0,0,0.000263742,0,0.000367461,0,0,6.09E-05,0.001663376,0,0,0,0,0,0,0,0,0,0,0,0.000341772,0.010264131,0,0,0.01463924,0,0,0,0,0.01150339,0,0,0,0.006209812,0,0,0.000846625,0,0,0,0,0,0,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Capelin,0,0,0.167060472,0.096771839,0,0.168373081,0.086172433,0.0452077,0,0.253163094,0.059886892,0.37810949,0.378109428,0.009421308,0.009431296,0.002773389,0.415999997,0.207074839,0.282025821,0.032155446,0.395316502,0.039638848,0.023284365,0.19310477,0.533322811,0.229341702,0,0,0,0,0.044133332,0,0.035315827,0,0,0.236964602,0.219276799,0,0.01827659,0,0,0.000245554,0,0,0,0,0,0,0.003483438,0.10682981,0.03182859,0.00080005,0.000799165,0.000258464,0,0,0,0,0,0,0,0,0,0,1.53E-05,0,0,0,0,0.012300529,0,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sandlance,0,0,0.06009242,0.03480928,0,0.060564583,0.030996631,0.01626142,0,0.091063948,0.021541601,0.338308491,0.338308425,0.042062537,0.042045594,0.007999998,0.114810299,0.074485778,0.101446071,0.011566468,0.142197165,0.014258272,0.008375495,0.499500423,0.191838668,0.082495271,0,0,0.0111,0,0.012033068,0.023206531,0.012605649,0,0,0.071984571,0.03666372,0.000930958,0.02115308,0,0,0,0.006523132,0.011462881,0.007351539,0,0,0,0.001253009,0.038427194,0.121333301,0,0.000294922,0,0,0,0,0,0,0,0,0,0,0,0,0.013556909,0,0.000227115,0,0.009370399,0,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eulachon,0,0,0.026677746,0.01545342,0,0.026887357,0.01376081,0.007219182,0,0.040427419,0.009563291,0.002480882,0.002545869,0.002351829,0.002355614,0.00044288,0.05096949,0.03306762,0.045036467,0.005134879,0.063127794,0.006329896,0.003718261,0.030836745,0.085165886,0.03662339,0,0,0.036500001,0,0.003818405,0,0.001800535,0,0,0,0.02104359,0,2.42E-05,0,0,0,0,0,0.000129135,0,0,0,0.000556268,0.017059572,0.005082681,0,0.003076738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.972E-06,0,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oth. managed forage,0,0,0.033941054,0.01966078,0,0.034207736,0.017507341,0.009184684,0,0.051434219,0.012167,0.003156328,0.00323901,0.007463787,0.007450529,0.000563459,0.06484649,0.042070638,0.057298144,0.006532906,0.08031503,0.008053281,0.004730599,0.039232394,0.108353182,0.04659451,0,0,0,0,0.005338782,0.000539743,0.010127549,0,0,0.001280512,0.0261432,0,0.001555467,0,0,4.39E-05,0,0.0005064,0,0,0,0,0.000707718,0.021704232,0.0064665,0,4.19E-05,0.01207434,0,0,0,0.006257531,0,0,0,0,0,0,0.001357884,0,0,0,0,0.057556577,0,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oth. pelagic smelt,0,0,0.013268488,0.007685937,0,0.013372738,0.006844097,0.003590544,0,0.02010705,0.004756413,0.001233896,0.001266218,0.020995039,0.021036542,0.000220272,0.02535027,0.016446565,0.022399414,0.002553893,0.031397332,0.003148247,0.001849321,0.015337008,0.042358253,0.01821507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000276666,0.008484776,0.002527931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000342158,0,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bairdi,0,0,0,0,0.001088896,0,0,0,0,0,0,0,0,0,0,4.64E-05,0,0,0,0,0,0,0,0.000483699,0,0,0,0,0.00047323,0.000217231,0.000432506,0.004127706,0.086570512,0,0,0,5.77E-06,0,0.063579,0.000493954,0.048629489,0.018811439,0.000123655,0.004750826,0.006009948,0.003048055,0.001040818,0,0.015377617,0,0,0.000142759,0.008433383,0,0,0,0,2.04E-05,0,7.82E-05,0,0,1.70E-09,0,0.025711113,0,0,0,0,0.044140288,0.035365224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
King Crab,0,0,0,0,1.0261E-05,0,0,0,0,0,0,0,0,0,0,4.37E-07,0,0,0,0,0,0,0,4.56E-06,0,0,0,0,4.46E-06,0,0,0,1.03E-06,0,0,0,0,0,8.1649E-05,0,0,0,0,0,0,0,0,0,1.91E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.60E-06,0,0,0,0,0.017542649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Misc. crabs,0,0,0,0,0.002465867,0,0,0,0,0,0.356612111,0,0,0,0,0.000105053,0,0,0,0,0,0,0,0.001095362,0,0,0,0,0.066800022,0.001530772,0.000736766,0.001062024,0.049779535,0,0,0,6.52E-05,0.084069069,0.1223341,0.003013121,0,0.008878542,0.01640887,0.035751074,0.000283834,0.0226151,0.007649118,0,0,0,0.001,0.01046865,0.006306385,0.098925369,0,0,0,1.0604E-05,0,0,4.907E-06,0,0,0,0.006252836,0,0,0.002578683,0.004424958,0.019459909,0.019172562,0,0.1,0,0,0,0,0,0,0,0,0,0,0.01,0.02,1.09E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pandalidae,0,0,0,0,0.01752562,0,0,0,0,0,0,0,0,0,0,0.000746644,0,0,0,0,0,0,0,0.007785051,0,0,0,0,0.075700012,0.005959104,0.102933182,0.000704047,0.096404821,0,0,0.065378751,0.09817549,0.094786848,0.006441645,0,0.03455862,0.47081308,0,0,0,0,0.018699521,0,0.05246215,0,0,0,0.045678081,0,0.114989696,0.034426179,0,0.007822453,0.000835323,0,0.001023118,0.924657159,0.999929086,0.238138072,0.382834749,0,0,0,0,0.007460861,0.041988505,0.02573613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NP shrimp,0,0,0,0,0.02012891,0,0,0,0,0,0,0,0,0,0,0.000857552,0,0,0,0,0,0,0,0.008941459,0,0,0.0001,0,0.008747937,0.068256323,0.080890756,0.166265507,0.101765291,0,0,0.02234294,0.01736526,0.303839995,0.003578418,0.056888789,0.187439898,0.104241296,0.01009235,0.044584555,5.91E-05,0.01361385,0.025103082,0,0.012045178,0.021000002,0.441333304,0,0.007442314,0.01367033,0.669404574,0.55071719,0,0.005268234,0.030714868,0.003560675,0.041282428,0.023933552,6.25E-05,0.181645778,0.320146041,0.144711592,0,2.708E-06,0.429603731,0.189816992,0.501355156,0.03576623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sea stars,0,0,0,0,0.000159311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.92E-05,0,0.002125038,0,0.002172222,0,0,0,0,0,4.05E-06,0,0,0,0,0.000475348,2.04E-08,0.002969333,0,0,0,0,0,0,2.30E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.38E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brittle stars,0,0,0,0,0.007578789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003293708,0,0,0,0.000314782,0,0,0,8.05E-06,0,0.000145755,0.04212553,0.045670239,0.181668692,0.078088061,0.104243813,0.001690993,0.320212094,0.011004081,0.066971575,0.002385664,0,0,0,1.26E-06,0.182252497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000102108,0.000181826,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.035,4.34E-08,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Urchins dollars cucumbers,0,0,0,0,0.002720157,0,0,0,0,0,0.393387913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0,4.13E-05,0,1.60E-05,0,0,0,0,0,0.001156653,0.02191181,0,0,0.105729401,0.128876116,0.015133881,0.089362208,0,0,0,0,0,0,2.90E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.12E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.222,2.17E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Snails,0,0,0,0,0.001398427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0,0.00060775,0,5.64E-05,0,0.004634243,0,0,0,3E-09,0,0.002387602,0.001117051,0,0.00266082,0.0162228,0.000196279,0.00350524,0,0.00368345,0.00145237,0,0,0,0,0.000849691,0,0,0,0,0,0,0.000156364,2.33E-05,0,0,0,0.00027233,0,0,0.003245616,4.26E-05,0.001372771,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0.03,0.2,3.26E-08,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hermit crabs,0,0,0,0,0.005725491,0,0,0,0,0,0,0,0,0,0,0.000243923,0,0,0,0,0,0,0,0,0,0,0.0001,0,0.002488273,0.086585163,0.010562378,0.063677943,0.101011291,0,0,0,1.71E-05,0.315255495,0.1033776,0.108572499,0.097258969,0.052329218,0.01014735,0.020653483,0.000109987,3.73E-05,7.08E-05,0,0.004762364,0,0,0.001070693,0.01331191,0.002508452,0,0,0,0.000395177,8.13E-06,0.000117273,0.588359068,0,1.10E-09,0,0.073131639,0,0,0.001031473,0,0.019177779,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.01,0.02,1.09E-08,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Misc. Crustacean,0,0,0,0,0.003595104,0,0,0,0,0,0,0,0,0,0,0,0.01,0.006044256,0.003332009,0.000628077,0.062673374,7.16E-05,0.001002591,0.001596981,0.001145819,0,0,0,0.0009,0.000596757,0.001003377,0.004215596,0.00395656,0,0,0.000109836,0.000145282,0,0.000444517,0.005592815,0,0.00274386,0.01517372,0.058291127,0.001749694,0.00124379,0.011266061,0.927987829,0.007583536,0,0.002,0.000553192,5.87E-05,0.005357116,0,0,0,1.67E-05,6.653E-06,0,9.81E-06,0,1.08E-07,0,0.014939062,0.082346246,0,2.17E-05,0.000632137,0.000792121,0.014424912,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0.02,5.40E-09,0,0,0,0,0,0,0,0,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Benthic Amphipods,0,0,0,0,0.899999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009141871,0.001723224,0,0.000196483,0.00275076,0.004381557,0.003143727,0,0,0,0.005700001,0.056898012,0.05993174,0.452766119,0.025289148,0,3.93E-05,0.001659601,0.000482511,0.157644197,1.84E-05,0.01134944,0.000422383,0.005855503,0.092572891,0.135870417,0.099724163,0.01183043,0.031716702,0.000201964,0.674988069,0,0.001333333,0.002714931,0.024238171,0.328045295,0,0,0,0.044421542,0.230860382,0.002078568,0.009672564,1.2138E-05,5.25E-07,0.283399366,0.055072327,0.002342864,0,0.001239528,0.032492382,0.059599987,0.194733822,0.00359031,0,0,0,0,0,0,0,0,0,0,0,0.02,0.012,2.17E-08,0.3,0.3,0,0.1,0,0,0,0,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anemones,0,0,0,0,0.000148219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.44E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Corals,0,0,0,0,8.66E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hydroids,0,0,0,0,0.000165388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.19E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00171725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001150729,6.78E-06,0.037022174,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.05,1.09E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Urochordata,0,0,0,0,0.000408292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.102E-06,0,0,0,0,0,1.26E-06,0,0,0,0.005144842,0.000293425,0.000480777,0,0,0,0,0,0,0.04063902,0.000399927,0,0,0,0,0,0,0,0,0,0,0,0,0.010362669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sea Pens,0,0,0,0,9.16E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.79E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sponges,0,0,0,0,0.000179297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33E-05,0,0,0,2.90E-07,0,4.29E-06,0,0,0,0,0,2.05E-05,0,0,0,0,0,0,0,1.15E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0459E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bivalves,0,0,0,0,0.02361561,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021887384,0.004125725,0,0.000470418,0.006585848,0,0.007526684,0,0,0,0.01026324,0,0.000234279,0,0.002426489,0,0,0,0.000232791,0,0.001843558,0.420408896,0,0.069791667,0.047072531,0.111299914,0.155014105,0.01481651,0.000374375,0,1.91E-05,0,0.004333335,0,1.84E-05,0.052578179,0,0,0,0,0,0,0,0,0,0,3.48E-05,0,0,9.93E-05,0.011852561,0.000393605,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0.3,0.18,0.250000082,0.1,0.1,0.91,0,0,0.2,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Polychaetes,0,0,0,0,0.006709395,0,0,0,0,0,0,0,0,0.005713467,0.005708648,0,0,0,0.006218391,0.001172154,0,0.00013365,0.001871095,0,0.002138394,0,0,0,0.002915873,0.001422468,0.005621402,0.016005851,0.063319884,0,0.000414052,0.001164591,0.002272047,0,0.001368609,0.325087697,0.045670239,0.013258929,0.563268808,0.287646035,0.58409692,0.305435095,0.518035933,0.00271305,0.008357048,0,0,0.01431565,0.009675768,0.238669897,9E-09,2.70E-09,0,0,0,0,2.45E-06,0,6.00E-10,0.052703314,0.023806523,0,0,7.85E-05,0.070787185,0.109779995,0.025502073,0,0,0,0,0,0,0,0,0,0,0,0,0.49,0.15,0.250000282,0,0,0.02,0,0,0.2,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Misc. worms ,0,0,0,0,0.006367391,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005901416,0.001112404,0,0.000126837,0.001775718,0,0.002029392,0,0,0,0.0122,0,7.52E-05,0.00050085,0.003828238,0,0,0,0.000678979,0,4.65E-05,0,0,0.01007263,0.0301636,0.026038323,0.123158304,0.149556397,0.072077365,0,0.088358993,0,0,0,0.000196267,0.0236591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019246429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.249999682,0,0,0.01,0,0,0.2,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scyphozoid Jellies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0115,0,2.09E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,5.277E-06,0,0,0,0,0,0,0,0.029576271,0,0,0,0,0,0,0,1.23E-05,0,0,0,0,0.078450356,0,0.000343011,0,7.51E-06,0,3.6637E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fish Larvae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.20E-05,0,0,0,0,0,0,0,0,0,0,0,2.76E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chaetognaths,0,0,0,0,0,0.015960288,0.016119891,0.001343324,0.001343324,0.01074659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002261314,0.002546982,0.000263378,0,3.17E-08,0,0,0,2.78E-05,0,0,0,0.02283512,0,0,0.000597181,0,0,0,0,0,0,0,0,6.43E-07,0,0,0,0.083615547,0.032359651,0.022176708,0.00117574,0.152888992,0,8.96E-07,2.39E-05,1.48E-05,0,0,0,0,0,0,0,0,0.025,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Euphausiids,0,0,0,0,0,0.519464041,0.524658617,0.04372156,0.04372156,0.349772492,0,0,0,0,0,0,0.008128295,0.052177445,0.037691819,0.427625242,0.031992982,0.015866291,0.147165668,0.011941428,0.004139035,0,0,0,0.128700004,0.445962817,0.500305112,0.050979532,0.043330636,0.8785541,0.956621907,0.591485106,0.168573699,0.001662762,0.005208936,0.003056355,0.167833198,0.034096709,0.000863076,6.73E-06,0.001129958,0.065259839,0.277192617,0,0,0,0,0.603182396,0.122555203,0.00018246,0,0,0.91214797,0.753601427,0.26155118,0.945935472,0.087062955,4.307E-06,3.48E-06,0.094001179,0.000270569,0.156177492,0.9,0.847813097,0,0.00959537,0,0,0,0.42,0.2,0.25,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
